Engine Speed (High Res)(rpm),Throttle Position(%),Manifold Absolute Pressure(kpa),Spark Advance(deg),MAF Airflow(g/s),Left Block Learn Trim,Right Block Learn Trim,Left Integrator Counts,Right Integrator Counts,Left+Right Block Learn Trim,Left+Right Integrator,Left Oxygen Sensor Volts(mv),Right Oxygen Sensor Volts(mv),Closed Loop Enable,Power Enrichment Active,Block Learn Mode Enable,Idle Air Controller Position,Idle Target RPM(rpm),Intake Air Temperature(c),Coolant Temperature(c),Knock Retard(deg),Knock Counts,Vehicle Speed(mph),ECM Input Voltage(v),Fan 1 Enabled,Fan 2 Enabled,Charcoal Canister Purge Enable,Air Pump Enabled,Air Conditioning Enabled,Block Learn Mode Cell,Left Injector Pulsewidth,Right Injector Pulsewidth,Barometric Pressure(kpa),Transmission Selected Gear,Shift Position PARK/NEUTRAL,TCC Enable,EGR Duty Cycle(%)
654,0.0,33.6,26,5.90,131,126,124,121,128,122,719,653,ON,OFF,ON,34,625,101.8,182.8,0,9059,0,12.6,ON,ON,OFF,OFF,OFF,16,2.88,2.73,102,1,OFF,OFF,0.0
661,0.0,32.9,24,5.78,131,126,124,121,128,122,733,577,ON,OFF,ON,34,625,101.8,184.1,0,9059,0,12.6,ON,ON,OFF,OFF,OFF,16,2.84,2.66,102,1,OFF,OFF,0.0
640,0.0,33.2,26,5.84,131,126,124,125,128,124,733,351,ON,OFF,ON,34,625,101.8,184.1,0,9059,0,12.5,ON,ON,OFF,OFF,OFF,16,2.87,2.72,102,1,OFF,OFF,0.0
657,0.0,34.0,25,5.81,131,126,124,124,128,124,728,178,ON,OFF,ON,34,625,101.8,184.1,0,9059,0,12.6,ON,ON,OFF,OFF,OFF,16,2.85,2.81,102,1,OFF,OFF,0.0
622,0.0,34.0,27,5.98,131,126,123,124,128,123,688,62,ON,OFF,ON,34,625,101.8,184.1,0,9059,0,12.6,ON,ON,OFF,OFF,OFF,16,2.91,2.82,102,1,OFF,OFF,0.0
653,0.0,34.0,25,6.00,131,126,125,124,128,124,182,53,ON,OFF,ON,34,625,101.8,184.1,0,9059,0,12.6,ON,ON,OFF,OFF,OFF,16,2.91,2.81,102,1,OFF,OFF,0.0
668,0.0,33.2,24,5.92,131,126,125,124,128,124,289,71,ON,OFF,ON,34,625,101.8,184.1,0,9059,0,12.5,ON,ON,OFF,OFF,OFF,16,2.90,2.78,102,1,OFF,OFF,0.0
663,0.0,32.9,24,5.71,131,126,125,124,128,124,244,107,ON,OFF,ON,33,625,101.8,184.1,0,9059,0,12.5,ON,ON,OFF,OFF,OFF,16,2.84,2.70,102,1,OFF,OFF,0.0
641,0.0,33.6,25,5.87,131,126,125,124,128,124,262,178,ON,OFF,ON,33,625,101.8,184.1,0,9059,0,12.6,ON,ON,OFF,OFF,OFF,16,2.88,2.78,102,1,OFF,OFF,0.0
639,0.0,34.0,24,5.98,131,126,125,124,128,124,200,120,ON,OFF,ON,33,625,101.8,184.1,0,9059,0,12.5,ON,ON,OFF,OFF,OFF,16,2.94,2.82,102,1,OFF,OFF,0.0
646,0.0,35.4,25,6.70,131,126,125,124,128,124,160,53,ON,OFF,ON,33,625,101.8,184.1,0,9059,0,12.5,ON,ON,OFF,OFF,OFF,16,3.07,3.01,102,1,OFF,OFF,0.0
698,2.0,38.4,27,8.69,130,128,125,125,129,125,80,62,ON,OFF,ON,34,625,101.8,184.1,0,9059,0,12.6,ON,ON,OFF,OFF,OFF,18,3.71,3.48,102,1,OFF,OFF,0.0
855,2.0,38.4,32,9.59,130,128,126,125,129,125,93,58,ON,OFF,ON,34,625,101.8,184.1,0,9059,0,12.6,ON,ON,OFF,OFF,OFF,18,3.77,3.80,102,1,OFF,OFF,0.0
1068,3.1,35.4,35,10.85,130,128,126,125,129,125,164,67,ON,OFF,ON,36,625,101.8,184.1,0,9059,0,12.6,ON,ON,OFF,OFF,OFF,18,3.54,3.45,102,1,OFF,OFF,0.0
1189,5.5,36.9,37,14.55,130,128,135,135,129,135,89,58,ON,OFF,ON,37,625,101.8,184.1,0,9059,0,12.5,ON,ON,OFF,OFF,OFF,18,4.04,3.78,102,1,OFF,OFF,0.0
1382,6.7,37.7,39,16.83,130,128,139,138,129,138,67,67,ON,OFF,ON,39,625,101.8,184.1,0,9059,0,12.5,ON,ON,OFF,OFF,OFF,18,4.46,4.33,102,1,OFF,OFF,0.0
1550,6.7,36.9,40,18.98,130,128,141,140,129,140,111,240,ON,OFF,ON,39,625,101.8,184.1,0,9059,0,12.6,ON,ON,OFF,OFF,OFF,18,4.55,4.52,102,1,OFF,OFF,0.0
1613,6.7,34.3,40,18.75,130,128,126,125,129,125,835,799,ON,OFF,ON,39,625,101.8,184.1,0,9059,0,12.6,ON,ON,OFF,OFF,OFF,18,3.69,3.66,102,1,OFF,OFF,0.0
1584,6.7,34.7,40,18.30,130,128,136,135,129,135,129,71,ON,OFF,ON,39,625,101.8,184.1,0,9059,0,12.5,ON,ON,OFF,OFF,OFF,18,3.95,3.86,102,1,OFF,OFF,0.0
1598,6.7,34.7,40,19.21,130,128,137,138,129,137,75,67,ON,OFF,ON,39,625,101.8,184.1,0,9059,1,12.6,ON,ON,OFF,OFF,OFF,18,4.17,4.04,102,1,OFF,OFF,0.0
1598,7.5,35.4,40,20.33,130,128,141,141,129,141,346,213,ON,OFF,ON,47,625,101.8,184.1,0,9059,3,12.6,ON,ON,OFF,OFF,OFF,18,4.43,4.29,102,1,OFF,OFF,0.0
1643,7.5,36.2,40,20.16,134,129,129,129,131,129,830,875,ON,OFF,ON,47,625,101.8,184.1,0,9059,3,12.6,ON,ON,OFF,OFF,OFF,6,4.10,4.01,102,1,OFF,OFF,0.0
1623,6.7,34.7,40,20.39,134,129,138,128,131,133,360,542,ON,OFF,ON,47,625,101.8,184.1,0,9059,2,12.6,ON,ON,OFF,OFF,OFF,6,4.12,3.88,102,1,OFF,OFF,0.0
1648,6.3,34.3,40,18.91,134,129,128,138,131,133,857,178,ON,OFF,ON,46,625,101.8,184.1,0,9059,2,12.6,ON,ON,OFF,OFF,OFF,6,3.98,4.14,102,1,OFF,OFF,0.0
1594,5.5,32.9,40,16.74,134,129,124,128,131,126,808,875,ON,OFF,ON,46,625,101.8,184.1,0,9059,3,12.6,ON,ON,OFF,OFF,OFF,6,3.46,3.46,102,1,OFF,OFF,0.0
1515,5.5,31.8,39,16.27,134,129,135,127,131,131,293,768,ON,OFF,ON,45,625,101.8,184.1,0,9059,3,12.6,ON,ON,OFF,OFF,OFF,6,3.40,3.34,102,1,OFF,OFF,0.0
1442,3.5,29.5,38,13.44,131,133,135,136,132,135,266,244,ON,OFF,ON,44,625,101.8,184.1,0,9059,3,12.6,ON,ON,OFF,OFF,OFF,2,3.36,3.30,102,1,OFF,OFF,0.0
1354,3.5,29.5,38,12.73,131,133,124,126,132,125,888,764,ON,OFF,ON,43,625,101.8,184.1,0,9059,3,12.6,ON,ON,OFF,OFF,OFF,2,2.87,3.22,102,1,OFF,OFF,0.0
1271,4.3,31.8,38,13.55,131,133,121,125,132,123,781,813,ON,OFF,ON,44,625,101.8,184.1,0,9059,3,12.6,ON,ON,OFF,OFF,OFF,2,3.14,3.31,102,1,OFF,OFF,0.0
1279,4.3,33.2,38,13.86,131,133,132,122,132,127,293,737,ON,OFF,ON,44,625,101.8,184.1,0,9059,3,12.5,ON,ON,OFF,OFF,OFF,2,3.39,3.54,102,1,OFF,OFF,0.0
1333,5.1,33.6,38,14.44,131,133,132,122,132,127,195,497,ON,OFF,ON,44,625,101.8,184.1,0,9059,3,12.6,ON,ON,OFF,OFF,OFF,2,3.75,3.51,102,1,OFF,OFF,0.0
1388,5.1,33.6,39,14.81,131,133,122,132,132,127,848,253,ON,OFF,ON,44,625,101.8,184.1,0,9059,3,12.6,ON,ON,OFF,OFF,OFF,2,3.43,3.83,102,1,OFF,OFF,0.0
1394,5.1,33.2,39,15.27,131,133,120,121,132,120,586,888,ON,OFF,ON,44,625,101.8,184.1,0,9059,3,12.5,ON,ON,OFF,OFF,OFF,2,3.33,3.40,102,1,OFF,OFF,0.0
1374,5.1,32.5,39,15.56,131,133,130,119,132,124,98,813,ON,OFF,ON,44,625,101.8,184.1,0,9059,3,12.6,ON,ON,OFF,OFF,OFF,2,3.63,3.43,102,1,OFF,OFF,0.0
1421,5.5,33.6,39,15.73,131,133,131,129,132,130,124,178,ON,OFF,ON,44,625,103.1,184.1,0,9059,3,12.5,ON,ON,OFF,OFF,OFF,2,3.75,3.42,102,1,OFF,OFF,0.0
1459,5.5,33.6,39,15.84,131,133,122,129,132,125,662,151,ON,OFF,ON,44,625,103.1,184.1,0,9059,2,12.5,ON,ON,OFF,OFF,OFF,2,3.49,3.80,102,1,OFF,OFF,0.0
1475,5.1,32.9,39,16.08,131,133,122,120,132,121,719,879,ON,OFF,ON,44,625,103.1,184.1,0,9059,3,12.6,ON,ON,OFF,OFF,OFF,2,3.43,3.43,102,1,OFF,OFF,0.0
1434,5.1,32.5,39,15.71,131,133,131,119,132,125,160,741,ON,OFF,ON,44,625,103.1,184.1,0,9059,3,12.5,ON,ON,OFF,OFF,OFF,2,3.62,3.31,102,1,OFF,OFF,0.0
1447,5.5,32.9,39,15.84,131,133,132,128,132,130,80,80,ON,OFF,ON,44,625,103.1,184.1,0,9059,3,12.6,ON,ON,OFF,OFF,OFF,2,3.69,3.63,102,1,OFF,OFF,0.0
1434,5.5,32.9,39,15.33,131,133,134,129,132,131,280,133,ON,OFF,ON,44,625,103.1,184.1,0,9059,3,12.5,ON,ON,OFF,OFF,OFF,2,3.68,3.59,102,1,OFF,OFF,0.0
1425,5.1,32.1,39,15.48,131,133,123,120,132,121,813,808,ON,OFF,ON,44,625,103.1,184.1,0,9059,3,12.6,ON,ON,OFF,OFF,OFF,2,3.40,3.34,102,1,OFF,OFF,0.0
1427,5.1,32.5,39,15.05,131,133,132,119,132,125,355,786,ON,OFF,ON,44,625,103.1,184.1,0,9059,3,12.6,ON,ON,OFF,OFF,OFF,2,3.31,3.28,102,1,OFF,OFF,0.0
1407,5.1,32.1,39,14.76,131,133,132,129,132,130,129,138,ON,OFF,ON,44,625,103.1,184.1,0,9059,3,12.6,ON,ON,OFF,OFF,OFF,2,3.60,3.56,102,1,OFF,OFF,0.0
1406,4.3,32.5,39,14.96,131,133,123,130,132,126,786,133,ON,OFF,ON,45,625,103.1,184.1,0,9059,4,12.5,ON,ON,OFF,OFF,OFF,2,3.34,3.59,102,1,OFF,OFF,0.0
1287,0.0,23.3,32,6.60,130,128,127,127,129,127,875,901,ON,OFF,ON,44,625,103.1,184.1,0,9059,4,12.5,ON,ON,OFF,OFF,OFF,17,2.18,1.94,102,1,OFF,OFF,0.0
974,0.0,24.0,29,6.15,130,125,127,127,127,127,861,901,ON,OFF,ON,43,625,103.1,184.1,0,9059,4,12.6,ON,ON,OFF,OFF,OFF,17,1.74,1.69,102,1,OFF,OFF,0.0
750,0.0,27.7,27,6.37,130,125,127,127,127,127,648,866,ON,OFF,ON,42,625,103.1,184.1,0,9059,4,12.6,ON,ON,OFF,OFF,OFF,17,2.18,2.17,102,1,OFF,OFF,0.0
659,0.0,31.0,27,6.51,130,125,129,127,127,128,195,844,ON,OFF,ON,41,625,103.1,184.1,0,9059,4,12.6,ON,ON,OFF,OFF,OFF,17,2.93,2.81,102,1,OFF,OFF,0.0
661,0.0,33.6,27,6.31,130,125,129,126,127,127,209,884,ON,OFF,ON,41,625,103.1,184.1,0,9059,3,12.5,ON,ON,OFF,OFF,OFF,17,3.19,3.01,102,1,OFF,OFF,0.0
712,0.0,33.6,27,6.48,130,125,127,125,127,126,870,901,ON,OFF,ON,40,625,103.1,184.1,0,9059,3,12.6,ON,ON,OFF,OFF,OFF,17,3.02,2.93,102,1,OFF,OFF,0.0
745,0.0,32.5,27,6.45,130,125,127,125,127,126,884,888,ON,OFF,ON,40,625,103.1,184.1,0,9059,3,12.6,ON,ON,OFF,OFF,OFF,17,2.82,2.73,102,1,OFF,OFF,0.0
732,0.0,32.1,27,6.25,130,125,127,124,127,125,866,888,ON,OFF,ON,40,625,103.1,184.1,0,9059,3,12.6,ON,ON,OFF,OFF,OFF,17,2.78,2.62,102,1,OFF,OFF,0.0
698,0.0,32.5,27,6.39,130,125,127,124,127,125,861,879,ON,OFF,ON,40,625,103.1,184.1,0,9059,3,12.6,ON,ON,OFF,OFF,OFF,17,2.78,2.64,102,1,OFF,OFF,0.0
670,0.0,33.2,27,6.34,130,125,125,123,127,124,844,870,ON,OFF,ON,40,625,103.1,184.1,0,9059,3,12.6,ON,ON,OFF,OFF,OFF,17,2.87,2.70,102,1,OFF,OFF,0.0
674,0.0,33.6,27,6.18,130,125,125,123,127,124,861,852,ON,OFF,ON,40,625,103.1,184.1,0,9059,3,12.6,ON,ON,OFF,OFF,OFF,17,2.90,2.78,102,1,OFF,OFF,0.0
667,0.0,33.6,27,6.31,130,125,124,122,127,123,875,866,ON,OFF,ON,40,625,103.1,184.1,0,9059,2,12.6,ON,ON,OFF,OFF,OFF,17,2.94,2.78,102,1,OFF,OFF,0.0
690,0.0,33.6,27,6.13,130,125,124,122,127,123,861,861,ON,OFF,ON,40,625,103.1,184.1,0,9059,2,12.6,ON,ON,OFF,OFF,OFF,17,2.87,2.72,102,1,OFF,OFF,0.0
670,0.0,33.6,25,6.29,131,126,124,121,128,122,866,857,ON,OFF,ON,39,625,103.1,184.1,0,9059,0,12.6,ON,ON,OFF,OFF,OFF,16,2.93,2.79,102,1,OFF,OFF,0.0
695,0.0,33.2,25,6.26,131,126,123,121,128,122,777,817,ON,OFF,ON,38,625,103.1,184.1,0,9059,0,12.4,ON,ON,OFF,OFF,OFF,16,2.87,2.73,102,1,ON,OFF,0.0
671,0.0,32.9,26,6.03,131,126,123,120,128,121,608,786,ON,OFF,ON,36,650,103.1,184.1,0,9059,0,12.5,ON,ON,OFF,OFF,OFF,16,2.94,2.70,102,1,ON,OFF,0.0
675,0.0,33.2,26,5.77,131,125,126,120,128,123,408,750,ON,OFF,ON,33,650,103.1,184.1,0,9059,0,12.6,ON,ON,OFF,OFF,OFF,16,2.75,2.59,102,1,ON,OFF,0.0
643,0.0,32.5,28,5.64,131,125,126,119,128,122,235,666,ON,OFF,ON,33,650,103.1,184.1,0,9059,0,12.6,ON,ON,OFF,OFF,OFF,16,2.81,2.58,102,1,ON,OFF,0.0
648,0.0,32.5,27,5.75,131,125,126,119,128,122,133,577,ON,OFF,ON,33,650,103.1,184.1,0,9059,0,12.5,ON,ON,OFF,OFF,OFF,16,2.84,2.56,102,1,ON,OFF,0.0
633,0.0,32.9,28,5.95,131,124,126,123,127,124,147,293,ON,OFF,ON,33,650,103.1,184.1,0,9059,0,12.5,ON,ON,OFF,OFF,OFF,16,2.93,2.62,102,1,ON,OFF,0.0
641,0.0,33.2,27,5.82,131,124,124,122,127,123,395,147,ON,OFF,ON,33,650,103.1,184.1,0,9059,0,12.6,ON,ON,OFF,OFF,OFF,16,2.87,2.64,102,1,ON,OFF,0.0
662,0.0,32.9,26,5.92,131,124,124,122,127,123,773,102,ON,OFF,ON,33,650,103.1,184.1,0,9059,0,12.5,ON,ON,OFF,OFF,OFF,16,2.81,2.62,102,1,ON,OFF,0.0
673,0.0,32.9,26,5.91,131,124,124,122,127,123,773,80,ON,OFF,ON,33,650,103.1,184.1,0,9059,0,12.5,ON,ON,OFF,OFF,OFF,16,2.76,2.58,102,1,ON,OFF,0.0
652,0.0,32.1,26,5.68,131,124,126,122,127,124,386,80,ON,OFF,ON,33,650,103.1,184.1,0,9059,0,12.5,ON,ON,OFF,OFF,OFF,16,2.66,2.49,102,1,ON,OFF,0.0
640,0.0,32.9,28,5.77,131,124,126,122,127,124,253,58,ON,OFF,ON,33,650,103.1,184.1,0,9059,0,12.6,ON,ON,OFF,OFF,OFF,16,2.72,2.56,102,1,ON,OFF,0.0
633,0.0,32.5,28,5.76,131,124,126,122,127,124,93,53,ON,OFF,ON,33,650,103.1,184.1,0,9059,0,12.5,ON,ON,OFF,OFF,OFF,16,2.81,2.59,102,1,ON,OFF,0.0
627,0.0,32.5,29,5.66,131,124,126,122,127,124,62,53,ON,OFF,ON,33,650,103.1,184.1,0,9059,0,12.5,ON,ON,OFF,OFF,OFF,16,2.85,2.62,102,1,ON,OFF,0.0
657,0.0,32.5,27,5.87,131,124,126,122,127,124,80,58,ON,OFF,ON,33,650,103.1,184.1,0,9059,0,12.5,ON,ON,OFF,OFF,OFF,16,2.84,2.62,102,1,ON,OFF,0.0
641,0.0,32.1,28,5.67,131,124,126,123,127,124,155,71,ON,OFF,ON,33,650,103.1,184.1,0,9059,0,12.3,ON,ON,OFF,OFF,OFF,16,2.79,2.58,102,1,ON,OFF,0.0
651,0.0,33.2,27,6.51,131,124,126,123,127,124,240,75,ON,OFF,ON,48,650,103.1,184.1,0,9059,0,12.5,ON,ON,OFF,OFF,OFF,16,2.78,2.66,102,1,ON,OFF,0.0
643,0.0,35.8,28,7.06,131,124,124,123,127,123,564,71,ON,OFF,ON,48,650,103.1,184.1,0,9059,0,12.3,ON,ON,OFF,OFF,OFF,16,3.17,3.04,102,1,ON,OFF,0.0
612,0.0,36.6,29,6.98,131,124,126,123,127,124,164,58,ON,OFF,ON,48,650,103.1,184.1,0,9059,0,12.2,ON,ON,OFF,OFF,ON,16,3.46,3.31,102,1,ON,OFF,0.0
611,0.0,37.7,29,7.07,131,124,126,124,127,125,129,62,ON,OFF,ON,49,650,103.1,184.1,0,9059,0,12.2,ON,ON,OFF,OFF,ON,16,3.59,3.34,102,1,ON,OFF,0.0
651,0.0,37.3,27,6.88,131,124,124,124,127,124,444,67,ON,OFF,ON,49,650,103.1,184.1,0,9059,0,12.1,ON,ON,OFF,OFF,ON,16,3.54,3.30,102,1,ON,OFF,0.0
675,0.0,36.6,26,6.89,131,124,124,124,127,124,781,67,ON,OFF,ON,49,650,103.1,184.1,0,9059,0,12.3,ON,ON,OFF,OFF,ON,16,3.28,3.14,102,1,ON,OFF,0.0
680,0.0,36.9,26,7.03,131,124,124,125,127,124,768,80,ON,OFF,ON,49,650,104.4,184.1,0,9059,0,12.1,ON,ON,OFF,OFF,ON,16,3.27,3.13,102,1,ON,OFF,0.0
680,0.0,35.8,25,6.87,131,124,126,126,127,126,218,75,ON,OFF,ON,48,650,104.4,185.4,0,9059,0,12.3,ON,ON,OFF,OFF,ON,16,3.27,3.11,102,1,ON,OFF,0.0
662,0.0,36.2,26,7.02,131,124,126,126,127,126,71,62,ON,OFF,ON,48,650,104.4,185.4,0,9059,0,12.0,ON,ON,OFF,OFF,ON,16,3.33,3.16,102,1,ON,OFF,0.0
651,0.0,36.9,27,6.91,131,124,126,126,127,126,71,53,ON,OFF,ON,48,650,104.4,184.1,0,9059,0,12.0,ON,ON,OFF,OFF,ON,16,3.34,3.17,102,1,ON,OFF,0.0
651,0.0,37.7,27,6.91,131,124,126,127,127,126,71,53,ON,OFF,ON,48,650,104.4,185.4,0,9059,0,12.1,ON,ON,OFF,OFF,ON,16,3.43,3.30,102,1,ON,OFF,0.0
659,0.0,37.3,26,6.93,131,124,126,127,127,126,84,49,ON,OFF,ON,48,650,104.4,185.4,0,9059,0,12.2,ON,ON,OFF,OFF,ON,16,3.40,3.25,102,1,ON,OFF,0.0
654,0.0,37.3,27,6.98,131,124,127,127,127,127,107,53,ON,OFF,ON,48,650,104.4,185.4,0,9059,0,12.2,ON,ON,OFF,OFF,ON,16,3.43,3.28,102,1,ON,OFF,0.0
675,0.0,36.6,25,6.88,131,124,127,128,127,127,120,53,ON,OFF,ON,48,650,104.4,185.4,0,9059,0,12.3,ON,ON,OFF,OFF,ON,16,3.42,3.23,102,1,ON,OFF,0.0
669,0.0,37.3,26,6.67,131,124,127,128,127,127,93,62,ON,OFF,ON,48,650,104.4,185.4,0,9059,0,12.3,ON,ON,OFF,OFF,ON,16,3.37,3.22,102,1,ON,OFF,0.0
671,0.0,36.9,25,6.83,131,124,127,128,127,127,71,71,ON,OFF,ON,48,650,104.4,185.4,0,9059,0,12.2,ON,ON,OFF,OFF,ON,16,3.25,3.13,102,1,ON,OFF,0.0
653,0.0,36.2,26,6.78,131,124,128,129,127,128,67,67,ON,OFF,ON,48,650,104.4,185.4,0,9059,0,12.2,ON,ON,OFF,OFF,ON,16,3.27,3.14,102,1,ON,OFF,0.0
652,0.0,36.6,27,6.95,131,124,128,129,127,128,62,58,ON,OFF,ON,48,650,104.4,185.4,0,9059,0,12.2,ON,ON,OFF,OFF,ON,16,3.39,3.22,102,1,ON,OFF,0.0
637,0.0,37.3,28,6.80,131,124,128,129,127,128,67,71,ON,OFF,ON,48,650,104.4,185.4,0,9059,0,12.3,ON,ON,OFF,OFF,ON,16,3.51,3.33,102,1,ON,OFF,0.0
663,0.0,36.6,26,6.93,131,124,128,129,127,128,102,67,ON,OFF,ON,48,650,104.4,185.4,0,9059,0,12.2,ON,ON,OFF,OFF,ON,16,3.45,3.28,102,1,ON,OFF,0.0
671,0.0,36.6,25,6.97,131,124,129,130,127,129,164,84,ON,OFF,ON,48,650,104.4,185.4,0,9059,0,12.3,ON,ON,OFF,OFF,ON,16,3.39,3.22,102,1,ON,OFF,0.0
675,0.0,36.2,25,7.16,131,124,129,130,127,129,258,89,ON,OFF,ON,48,650,104.4,185.4,0,9059,0,12.2,ON,ON,OFF,OFF,ON,16,3.42,3.23,102,1,ON,OFF,0.0
673,0.0,35.4,26,6.80,131,124,127,130,127,128,422,115,ON,OFF,ON,47,650,104.4,185.4,0,9059,0,12.3,ON,ON,OFF,OFF,ON,16,3.39,3.19,102,1,ON,OFF,0.0
664,0.0,36.2,26,7.00,131,124,127,131,127,129,426,120,ON,OFF,ON,47,650,104.4,185.4,0,9059,0,12.3,ON,ON,OFF,OFF,ON,16,3.40,3.25,102,1,ON,OFF,0.0
669,0.0,36.2,25,6.66,131,124,127,131,127,129,662,133,ON,OFF,ON,47,650,104.4,185.4,0,9059,0,12.2,ON,ON,OFF,OFF,ON,16,3.36,3.22,102,1,ON,OFF,0.0
674,0.0,36.2,25,6.66,131,124,127,131,127,129,719,129,ON,OFF,ON,47,650,104.4,185.4,0,9059,0,12.2,ON,ON,OFF,OFF,ON,16,3.34,3.23,102,1,ON,OFF,0.0
675,0.0,35.8,25,6.88,131,124,127,132,127,129,768,138,ON,OFF,ON,47,650,104.4,185.4,0,9059,0,12.3,ON,ON,OFF,OFF,ON,16,3.30,3.22,102,1,ON,OFF,0.0
664,0.0,36.6,26,6.76,131,124,127,132,127,129,755,240,ON,OFF,ON,47,650,104.4,185.4,0,9059,0,12.3,ON,ON,OFF,OFF,ON,16,3.30,3.22,102,1,ON,OFF,0.0
649,0.0,36.6,27,6.84,131,124,127,129,127,128,688,604,ON,OFF,ON,47,650,104.4,185.4,0,9059,0,12.1,ON,ON,OFF,OFF,ON,16,3.39,3.27,102,1,ON,OFF,0.0
664,0.0,36.6,26,6.86,131,124,127,129,127,128,497,462,ON,OFF,ON,47,650,104.4,185.4,0,9059,0,12.2,ON,ON,OFF,OFF,ON,16,3.37,3.25,102,1,ON,OFF,0.0
675,0.0,36.9,25,6.84,131,124,127,131,127,129,408,266,ON,OFF,ON,47,650,104.4,185.4,0,9059,0,12.3,ON,ON,OFF,OFF,ON,16,3.34,3.20,102,1,ON,OFF,0.0
670,0.0,36.9,25,6.80,131,124,129,131,127,130,169,169,ON,OFF,ON,47,650,104.4,185.4,0,9059,0,12.2,ON,ON,OFF,OFF,ON,16,3.28,3.22,102,1,ON,OFF,0.0
664,0.0,36.2,26,7.05,131,124,129,131,127,130,111,133,ON,OFF,ON,47,650,104.4,185.4,0,9059,0,12.3,ON,ON,OFF,OFF,ON,16,3.40,3.20,102,1,ON,OFF,0.0
664,0.0,35.8,26,6.93,131,124,129,131,127,130,120,107,ON,OFF,ON,47,650,104.4,185.4,0,9059,0,12.3,ON,ON,OFF,OFF,ON,16,3.36,3.20,102,1,ON,OFF,0.0
671,0.0,36.6,25,6.66,131,124,129,131,127,130,115,80,ON,OFF,ON,47,650,104.4,185.4,0,9059,0,12.3,ON,ON,OFF,OFF,ON,16,3.33,3.19,102,1,ON,OFF,0.0
646,0.0,36.2,27,6.74,131,124,129,132,127,130,218,129,ON,OFF,ON,47,650,104.4,185.4,0,9059,0,12.3,ON,ON,OFF,OFF,ON,16,3.36,3.28,102,1,ON,OFF,0.0
660,0.0,36.2,26,6.88,131,124,127,132,127,129,400,111,ON,OFF,ON,47,650,104.4,185.4,0,9059,0,12.3,ON,ON,OFF,OFF,ON,16,3.40,3.25,102,1,ON,OFF,0.0
660,0.0,36.2,26,6.77,131,124,127,132,127,129,573,124,ON,OFF,ON,47,650,104.4,185.4,0,9059,0,12.2,ON,ON,OFF,OFF,ON,16,3.27,3.20,102,1,ON,OFF,0.0
657,0.0,35.8,27,6.70,131,124,129,132,127,130,306,195,ON,OFF,ON,47,650,104.4,185.4,0,9059,0,12.3,ON,ON,OFF,OFF,ON,16,3.28,3.22,102,1,ON,OFF,0.0
646,0.0,36.2,27,6.73,131,124,129,133,127,131,240,178,ON,OFF,ON,47,650,104.4,185.4,0,9059,0,12.3,ON,ON,OFF,OFF,ON,16,3.43,3.30,102,1,ON,OFF,0.0
672,0.0,36.6,26,6.83,131,124,129,133,127,131,147,160,ON,OFF,ON,47,650,104.4,185.4,0,9059,0,12.3,ON,ON,OFF,OFF,ON,16,3.43,3.34,102,1,ON,OFF,0.0
697,0.0,35.4,24,6.84,131,124,127,131,127,129,497,440,ON,OFF,ON,47,650,104.4,185.4,0,9059,0,12.2,ON,ON,OFF,OFF,ON,16,3.36,3.22,102,1,ON,OFF,0.0
682,0.0,35.8,24,6.59,131,124,127,131,127,129,746,786,ON,OFF,ON,46,650,104.4,185.4,0,9059,0,12.3,ON,ON,OFF,OFF,ON,16,3.19,3.11,102,1,ON,OFF,0.0
667,0.0,35.1,25,6.70,131,124,127,131,127,129,768,839,ON,OFF,ON,46,650,104.4,185.4,0,9059,0,12.2,ON,ON,OFF,OFF,ON,16,3.22,3.14,102,1,ON,OFF,0.0
662,0.0,35.4,26,6.82,131,124,127,131,127,129,670,799,ON,OFF,ON,46,650,104.4,185.4,0,9059,0,12.3,ON,ON,OFF,OFF,ON,16,3.39,3.23,102,1,ON,OFF,0.0
659,0.0,36.6,26,6.60,131,124,127,131,127,129,693,764,ON,OFF,ON,46,650,104.4,185.4,0,9059,0,12.2,ON,ON,OFF,OFF,ON,16,3.33,3.23,102,1,ON,OFF,0.0
663,0.0,36.6,26,6.74,131,124,127,131,127,129,737,768,ON,OFF,ON,46,650,104.4,185.4,0,9059,0,12.3,ON,ON,OFF,OFF,ON,16,3.33,3.27,102,1,ON,OFF,0.0
668,0.0,36.6,26,6.63,131,124,127,131,127,129,733,804,ON,OFF,ON,46,650,104.4,185.4,0,9059,0,12.2,ON,ON,OFF,OFF,ON,16,3.30,3.22,102,1,ON,OFF,0.0
657,0.0,36.6,26,6.52,131,124,127,130,127,128,693,710,ON,OFF,ON,46,650,104.4,185.4,0,9059,0,12.3,ON,ON,OFF,OFF,ON,16,3.30,3.23,102,1,ON,OFF,0.0
649,0.0,36.6,26,6.89,131,124,126,130,127,128,662,746,ON,OFF,ON,46,650,104.4,185.4,0,9059,0,12.3,ON,ON,OFF,OFF,ON,16,3.30,3.20,102,1,ON,OFF,0.0
659,0.0,36.6,26,6.39,131,124,126,130,127,128,431,648,ON,OFF,ON,46,650,104.4,185.4,0,9059,0,12.2,ON,ON,OFF,OFF,ON,16,3.22,3.13,102,1,ON,OFF,0.0
646,0.0,36.2,27,6.77,131,124,128,132,127,130,186,355,ON,OFF,ON,46,650,104.4,185.4,0,9059,0,12.3,ON,ON,OFF,OFF,ON,16,3.31,3.14,102,1,ON,OFF,0.0
